Id,ActivityDate,TotalSteps,Calories,VeryActiveMinutes
1503960366,2016-04-12,13162,1985,25
1503960366,2016-04-13,10735,1797,21
1503960366,2016-04-14,10460,1776,30
1503960366,2016-04-15,9762,1745,29
1503960366,2016-04-16,12669,1863,36
1503960366,2016-04-17,9705,1728,38
1503960366,2016-04-18,13019,1921,42
1503960366,2016-04-19,15506,2035,50
1503960366,2016-04-20,10544,1786,28
1503960366,2016-04-21,9819,1775,19
1503960366,2016-04-22,12764,1827,66
1503960366,2016-04-23,14371,1949,41
1503960366,2016-04-24,10039,1788,39
1503960366,2016-04-25,15355,2013,73
1503960366,2016-04-26,13755,1970,31
1503960366,2016-04-27,18134,2159,78
1503960366,2016-04-28,13154,1898,48
1503960366,2016-04-29,11181,1837,16
1503960366,2016-04-30,14673,1947,52
1503960366,2016-05-01,10602,1820,33
1503960366,2016-05-02,14727,2004,41
1503960366,2016-05-03,15103,1990,50
1503960366,2016-05-04,11100,1819,36
1503960366,2016-05-05,14070,1959,45
1503960366,2016-05-06,12159,1896,24
1503960366,2016-05-07,11992,1821,37
1503960366,2016-05-08,10060,1740,44
1503960366,2016-05-09,12022,1819,46
1503960366,2016-05-10,12207,1859,46
1503960366,2016-05-11,12770,1783,36
1503960366,2016-05-12,0,0,0
1624580081,2016-04-12,8163,1432,0
1624580081,2016-04-13,7007,1411,0
1624580081,2016-04-14,9107,1572,0
1624580081,2016-04-15,1510,1344,0
1624580081,2016-04-16,5370,1463,0
1624580081,2016-04-17,6175,1554,15
1624580081,2016-04-18,10536,1604,17
1624580081,2016-04-19,2916,1435,0
1624580081,2016-04-20,4974,1446,0
1624580081,2016-04-21,6349,1467,0
1624580081,2016-04-22,4026,1470,0
1624580081,2016-04-23,8538,1562,0
1624580081,2016-04-24,6076,1617,16
1624580081,2016-04-25,6497,1492,0
1624580081,2016-04-26,2826,1402,0
1624580081,2016-04-27,8367,1670,17
1624580081,2016-04-28,2759,1401,0
1624580081,2016-04-29,2390,1404,0
1624580081,2016-04-30,6474,1655,11
1624580081,2016-05-01,36019,2690,186
1624580081,2016-05-02,7155,1497,7
1624580081,2016-05-03,2100,1334,0
1624580081,2016-05-04,2193,1368,0
1624580081,2016-05-05,2470,1370,0
1624580081,2016-05-06,1727,1341,0
1624580081,2016-05-07,2104,1474,0
1624580081,2016-05-08,3427,1427,0
1624580081,2016-05-09,1732,1328,0
1624580081,2016-05-10,2969,1393,0
1624580081,2016-05-11,3134,1359,0
1624580081,2016-05-12,2971,1002,0
1644430081,2016-04-12,10694,3199,2
1644430081,2016-04-13,8001,2902,30
1644430081,2016-04-14,11037,3226,5
1644430081,2016-04-15,5263,2750,3
1644430081,2016-04-16,15300,3493,51
1644430081,2016-04-17,8757,3011,29
1644430081,2016-04-18,7132,2806,15
1644430081,2016-04-19,11256,3300,5
1644430081,2016-04-20,2436,2430,0
1644430081,2016-04-21,1223,2140,0
1644430081,2016-04-22,3673,2344,0
1644430081,2016-04-23,6637,2677,0
1644430081,2016-04-24,3321,2413,0
1644430081,2016-04-25,3580,2497,8
1644430081,2016-04-26,9919,3123,11
1644430081,2016-04-27,3032,2489,0
1644430081,2016-04-28,9405,3108,3
1644430081,2016-04-29,3176,2498,0
1644430081,2016-04-30,18213,3846,9
1644430081,2016-05-01,6132,2696,3
1644430081,2016-05-02,3758,2580,1
1644430081,2016-05-03,12850,3324,10
1644430081,2016-05-04,2309,2222,0
1644430081,2016-05-05,4363,2463,6
1644430081,2016-05-06,9787,3328,11
1644430081,2016-05-07,13372,3404,41
1644430081,2016-05-08,6724,2987,0
1644430081,2016-05-09,6643,3008,32
1644430081,2016-05-10,9167,2799,12
1644430081,2016-05-11,1329,1276,0
1844505072,2016-04-12,6697,2030,0
1844505072,2016-04-13,4929,1860,0
1844505072,2016-04-14,7937,2130,0
1844505072,2016-04-15,3844,1725,0
1844505072,2016-04-16,3414,1657,0
1844505072,2016-04-17,4525,1793,2
1844505072,2016-04-18,4597,1814,0
1844505072,2016-04-19,197,1366,0
1844505072,2016-04-20,8,1349,0
1844505072,2016-04-21,8054,2062,2
1844505072,2016-04-22,5372,1827,0
1844505072,2016-04-23,3570,1645,0
1844505072,2016-04-24,0,1347,0
1844505072,2016-04-25,0,1347,0
1844505072,2016-04-26,0,1347,0
1844505072,2016-04-27,4,1348,0
1844505072,2016-04-28,6907,1992,0
1844505072,2016-04-29,4920,1856,0
1844505072,2016-04-30,4014,1763,0
1844505072,2016-05-01,2573,1541,0
1844505072,2016-05-02,0,1348,0
1844505072,2016-05-03,4059,1742,0
1844505072,2016-05-04,2080,1549,0
1844505072,2016-05-05,2237,1589,0
1844505072,2016-05-06,44,1351,0
1844505072,2016-05-07,0,1347,0
1844505072,2016-05-08,0,1347,0
1844505072,2016-05-09,0,1347,0
1844505072,2016-05-10,0,1347,0
1844505072,2016-05-11,0,1347,0
1844505072,2016-05-12,0,665,0
1927972279,2016-04-12,678,2220,0
1927972279,2016-04-13,356,2151,0
1927972279,2016-04-14,2163,2383,0
1927972279,2016-04-15,980,2221,0
1927972279,2016-04-18,244,2111,0
1927972279,2016-04-22,149,2093,0
1927972279,2016-04-23,2945,2499,0
1927972279,2016-04-24,2090,2324,1
1927972279,2016-04-25,152,2100,0
1927972279,2016-04-26,3761,2638,0
1927972279,2016-04-28,1675,2351,0
1927972279,2016-05-01,2704,2411,14
1927972279,2016-05-02,3790,2505,16
1927972279,2016-05-03,1326,2195,10
1927972279,2016-05-04,1786,2338,0
1927972279,2016-05-06,2091,2383,0
1927972279,2016-05-07,1510,2229,0
1927972279,2016-05-12,0,1383,0
2022484408,2016-04-12,11875,2390,42
2022484408,2016-04-13,12024,2601,43
2022484408,2016-04-14,10690,2312,32
2022484408,2016-04-15,11034,2525,27
2022484408,2016-04-16,10100,2177,41
2022484408,2016-04-17,15112,2782,28
2022484408,2016-04-18,14131,2770,48
2022484408,2016-04-19,11548,2489,31
2022484408,2016-04-20,15112,2897,48
2022484408,2016-04-21,12453,3158,104
2022484408,2016-04-22,12954,2638,52
2022484408,2016-04-23,6001,2069,0
2022484408,2016-04-24,13481,2529,37
2022484408,2016-04-25,11369,2470,44
2022484408,2016-04-26,10119,2793,55
2022484408,2016-04-27,10159,2463,19
2022484408,2016-04-28,10140,2296,6
2022484408,2016-04-29,10245,2611,21
2022484408,2016-04-30,18387,2732,13
2022484408,2016-05-01,10538,2380,25
2022484408,2016-05-02,10379,2473,36
2022484408,2016-05-03,12183,2752,72
2022484408,2016-05-04,11768,2649,36
2022484408,2016-05-05,11895,2609,55
2022484408,2016-05-06,10227,2498,24
2022484408,2016-05-07,6708,1995,20
2022484408,2016-05-08,3292,1848,0
2022484408,2016-05-09,13379,2709,35
2022484408,2016-05-10,12798,2797,57
2022484408,2016-05-11,13272,2544,58
2022484408,2016-05-12,9117,1853,16
2026352035,2016-04-12,4414,1459,3
2026352035,2016-04-13,4993,1521,0
2026352035,2016-04-14,3335,1431,0
2026352035,2016-04-15,3821,1444,0
2026352035,2016-04-16,2547,1373,0
2026352035,2016-04-17,838,1214,0
2026352035,2016-04-18,3325,1419,0
2026352035,2016-04-19,2424,1356,0
2026352035,2016-04-20,7222,1667,0
2026352035,2016-04-21,2467,1370,0
2026352035,2016-04-22,2915,1399,0
2026352035,2016-04-23,12357,1916,0
2026352035,2016-04-24,3490,1401,0
2026352035,2016-04-25,6017,1576,0
2026352035,2016-04-26,5933,1595,0
2026352035,2016-04-27,6088,1593,0
2026352035,2016-04-28,6375,1649,0
2026352035,2016-04-29,7604,1692,0
2026352035,2016-04-30,4729,1506,0
2026352035,2016-05-01,3609,1447,0
2026352035,2016-05-02,7018,1690,0
2026352035,2016-05-03,5992,1604,0
2026352035,2016-05-04,6564,1658,0
2026352035,2016-05-05,12167,1926,0
2026352035,2016-05-06,8198,1736,0
2026352035,2016-05-07,4193,1491,0
2026352035,2016-05-08,5528,1555,0
2026352035,2016-05-09,10685,1869,0
2026352035,2016-05-10,254,1141,0
2026352035,2016-05-11,8580,1698,0
2026352035,2016-05-12,8891,1364,0
2320127002,2016-04-12,10725,2124,13
2320127002,2016-04-13,7275,2003,0
2320127002,2016-04-14,3973,1696,0
2320127002,2016-04-15,5205,1801,0
2320127002,2016-04-16,5057,1724,0
2320127002,2016-04-17,6198,1852,0
2320127002,2016-04-18,6559,1905,0
2320127002,2016-04-19,5997,1811,0
2320127002,2016-04-20,7192,1922,0
2320127002,2016-04-21,3404,1610,1
2320127002,2016-04-22,5583,1851,0
2320127002,2016-04-23,5079,1804,0
2320127002,2016-04-24,4165,1725,0
2320127002,2016-04-25,3588,1654,3
2320127002,2016-04-26,3409,1632,0
2320127002,2016-04-27,1715,1481,0
2320127002,2016-04-28,1532,1473,0
2320127002,2016-04-29,924,1410,0
2320127002,2016-04-30,4571,1779,0
2320127002,2016-05-01,772,1403,0
2320127002,2016-05-02,3634,1613,5
2320127002,2016-05-03,7443,1878,20
2320127002,2016-05-04,1201,1426,0
2320127002,2016-05-05,5202,1780,0
2320127002,2016-05-06,4878,1742,0
2320127002,2016-05-07,7379,1972,0
2320127002,2016-05-08,5161,1821,0
2320127002,2016-05-09,3090,1630,0
2320127002,2016-05-10,6227,1899,0
2320127002,2016-05-11,6424,1903,0
2320127002,2016-05-12,2661,1125,0
2347167796,2016-04-12,10113,2344,28
2347167796,2016-04-13,10352,2038,19
2347167796,2016-04-14,10129,2010,1
2347167796,2016-04-15,10465,2133,1
2347167796,2016-04-16,22244,2670,66
2347167796,2016-04-17,5472,1882,1
2347167796,2016-04-18,8247,1944,11
2347167796,2016-04-19,6711,2346,0
2347167796,2016-04-20,10999,2198,11
2347167796,2016-04-21,10080,2048,23
2347167796,2016-04-22,7804,1946,9
2347167796,2016-04-23,16901,2629,32
2347167796,2016-04-24,9471,2187,0
2347167796,2016-04-25,9482,2095,15
2347167796,2016-04-26,5980,1861,0
2347167796,2016-04-27,11423,2194,26
2347167796,2016-04-28,5439,1854,0
2347167796,2016-04-29,42,403,0
2873212765,2016-04-12,8796,1982,2
2873212765,2016-04-13,7618,2004,0
2873212765,2016-04-14,7910,1893,0
2873212765,2016-04-15,8482,2063,0
2873212765,2016-04-16,9685,2148,47
2873212765,2016-04-17,2524,1529,0
2873212765,2016-04-18,7762,1890,1
2873212765,2016-04-19,7948,1956,0
2873212765,2016-04-20,9202,2094,22
2873212765,2016-04-21,8859,1970,2
2873212765,2016-04-22,7286,2241,46
2873212765,2016-04-23,9317,2021,28
2873212765,2016-04-24,6873,1898,46
2873212765,2016-04-25,7373,1907,0
2873212765,2016-04-26,8242,1882,2
2873212765,2016-04-27,3516,1966,46
2873212765,2016-04-28,7913,1835,28
2873212765,2016-04-29,7365,1780,20
2873212765,2016-04-30,8452,1830,5
2873212765,2016-05-01,7399,1739,7
2873212765,2016-05-02,7525,1878,0
2873212765,2016-05-03,7412,1906,1
2873212765,2016-05-04,8278,2015,0
2873212765,2016-05-05,8314,1971,13
2873212765,2016-05-06,7063,1910,0
2873212765,2016-05-07,4940,1897,75
2873212765,2016-05-08,8168,2096,46
2873212765,2016-05-09,7726,1906,0
2873212765,2016-05-10,8275,1962,0
2873212765,2016-05-11,6440,1826,0
2873212765,2016-05-12,7566,1431,0
3372868164,2016-04-12,4747,1788,0
3372868164,2016-04-13,9715,2093,16
3372868164,2016-04-14,8844,2065,6
3372868164,2016-04-15,7451,1908,0
3372868164,2016-04-16,6905,1908,0
3372868164,2016-04-17,8199,1964,11
3372868164,2016-04-18,6798,2014,20
3372868164,2016-04-19,7711,1985,0
3372868164,2016-04-20,4880,1867,15
3372868164,2016-04-21,8857,2124,18
3372868164,2016-04-22,3843,1669,0
3372868164,2016-04-23,7396,1995,20
3372868164,2016-04-24,6731,1921,14
3372868164,2016-04-25,5995,2010,0
3372868164,2016-04-26,8283,2057,22
3372868164,2016-04-27,7904,2095,24
3372868164,2016-04-28,5512,1972,0
3372868164,2016-04-29,9135,2044,0
3372868164,2016-04-30,5250,1946,17
3372868164,2016-05-01,3077,1237,0
3977333714,2016-04-12,8856,1450,44
3977333714,2016-04-13,10035,1495,31
3977333714,2016-04-14,7641,1433,5
3977333714,2016-04-15,9010,1468,15
3977333714,2016-04-16,13459,1625,31
3977333714,2016-04-17,10415,1529,11
3977333714,2016-04-18,11663,1584,4
3977333714,2016-04-19,12414,1638,19
3977333714,2016-04-20,11658,1554,2
3977333714,2016-04-21,6093,1397,0
3977333714,2016-04-22,8911,1481,33
3977333714,2016-04-23,12058,1638,0
3977333714,2016-04-24,14112,1655,30
3977333714,2016-04-25,11177,1570,50
3977333714,2016-04-26,11388,1551,7
3977333714,2016-04-27,7193,1377,0
3977333714,2016-04-28,7114,1407,15
3977333714,2016-04-29,10645,1545,36
3977333714,2016-04-30,13238,1650,43
3977333714,2016-05-01,10414,1501,41
3977333714,2016-05-02,16520,1760,24
3977333714,2016-05-03,14335,1710,47
3977333714,2016-05-04,13559,1628,14
3977333714,2016-05-05,12312,1618,14
3977333714,2016-05-06,11677,1590,29
3977333714,2016-05-07,11550,1574,0
3977333714,2016-05-08,13585,1633,9
3977333714,2016-05-09,14687,1667,8
3977333714,2016-05-10,13072,1630,1
3977333714,2016-05-11,746,52,4
4020332650,2016-04-12,8539,3654,4
4020332650,2016-04-13,0,1981,0
4020332650,2016-04-14,108,2011,0
4020332650,2016-04-15,1882,2951,36
4020332650,2016-04-16,1982,3051,65
4020332650,2016-04-17,16,1990,0
4020332650,2016-04-18,62,1995,0
4020332650,2016-04-19,0,1980,0
4020332650,2016-04-20,0,1980,0
4020332650,2016-04-21,0,1980,0
4020332650,2016-04-22,0,1980,0
4020332650,2016-04-23,0,1980,0
4020332650,2016-04-24,0,1980,0
4020332650,2016-04-25,0,1980,0
4020332650,2016-04-26,0,1980,0
4020332650,2016-04-27,0,1980,0
4020332650,2016-04-28,0,1980,0
4020332650,2016-04-29,0,1980,0
4020332650,2016-04-30,0,1980,0
4020332650,2016-05-01,0,1980,0
4020332650,2016-05-02,475,2207,0
4020332650,2016-05-03,4496,2828,0
4020332650,2016-05-04,10252,3879,13
4020332650,2016-05-05,11728,3429,38
4020332650,2016-05-06,4369,2704,0
4020332650,2016-05-07,6132,2975,0
4020332650,2016-05-08,5862,3089,0
4020332650,2016-05-09,4556,2785,3
4020332650,2016-05-10,5546,2926,0
4020332650,2016-05-11,3689,2645,2
4020332650,2016-05-12,590,1120,0
4057192912,2016-04-12,5394,2286,0
4057192912,2016-04-13,5974,2306,0
4057192912,2016-04-14,0,1776,0
4057192912,2016-04-15,3984,1527,3
4319703577,2016-04-12,7753,2115,0
4319703577,2016-04-13,8204,2135,8
4319703577,2016-04-14,10210,2302,1
4319703577,2016-04-15,5664,1985,0
4319703577,2016-04-16,4744,1884,0
4319703577,2016-04-17,29,1464,0
4319703577,2016-04-18,2276,1632,1
4319703577,2016-04-19,8925,2200,0
4319703577,2016-04-20,8954,2220,0
4319703577,2016-04-21,3702,1792,0
4319703577,2016-04-22,4500,1886,1
4319703577,2016-04-23,4935,1945,0
4319703577,2016-04-24,4081,1880,1
4319703577,2016-04-25,9259,2314,0
4319703577,2016-04-26,9899,2236,8
4319703577,2016-04-27,10780,2324,6
4319703577,2016-04-28,10817,2367,13
4319703577,2016-04-29,7990,2175,6
4319703577,2016-04-30,8221,2092,6
4319703577,2016-05-01,1251,1593,0
4319703577,2016-05-02,9261,2270,0
4319703577,2016-05-03,9648,2235,8
4319703577,2016-05-04,10429,2282,8
4319703577,2016-05-05,13658,2530,27
4319703577,2016-05-06,9524,2266,6
4319703577,2016-05-07,7937,2158,3
4319703577,2016-05-08,3672,1792,0
4319703577,2016-05-09,10378,2345,2
4319703577,2016-05-10,9487,2260,3
4319703577,2016-05-11,9129,2232,3
4319703577,2016-05-12,17,257,0
4388161847,2016-04-12,10122,2955,0
4388161847,2016-04-13,10993,3092,1
4388161847,2016-04-14,8863,2998,10
4388161847,2016-04-15,8758,3066,0
4388161847,2016-04-16,6580,3073,6
4388161847,2016-04-17,4660,2572,0
4388161847,2016-04-18,11009,3274,27
4388161847,2016-04-19,10181,3015,20
4388161847,2016-04-20,10553,3083,19
4388161847,2016-04-21,10055,3069,7
4388161847,2016-04-22,12139,3544,77
4388161847,2016-04-23,13236,3306,58
4388161847,2016-04-24,10243,2885,14
4388161847,2016-04-25,12961,3288,11
4388161847,2016-04-26,9461,2929,14
4388161847,2016-04-27,11193,3074,11
4388161847,2016-04-28,10074,2969,19
4388161847,2016-04-29,9232,2979,13
4388161847,2016-04-30,12533,3283,14
4388161847,2016-05-01,10255,2926,12
4388161847,2016-05-02,10096,3147,33
4388161847,2016-05-03,12727,3290,18
4388161847,2016-05-04,12375,3162,35
4388161847,2016-05-05,9603,2899,12
4388161847,2016-05-06,13175,3425,33
4388161847,2016-05-07,22770,4022,120
4388161847,2016-05-08,17298,3934,107
4388161847,2016-05-09,10218,3013,6
4388161847,2016-05-10,10299,3061,13
4388161847,2016-05-11,10201,2954,8
4388161847,2016-05-12,3369,1623,0
4445114986,2016-04-12,3276,2113,0
4445114986,2016-04-13,2961,2095,0
4445114986,2016-04-14,3974,2194,0
4445114986,2016-04-15,7198,2496,0
4445114986,2016-04-16,3945,2180,0
4445114986,2016-04-17,2268,1933,0
4445114986,2016-04-18,6155,2248,25
4445114986,2016-04-19,2064,1954,0
4445114986,2016-04-20,2072,1974,0
4445114986,2016-04-21,3809,2150,0
4445114986,2016-04-22,6831,2432,0
4445114986,2016-04-23,4363,2149,0
4445114986,2016-04-24,5002,2247,0
4445114986,2016-04-25,3385,2070,0
4445114986,2016-04-26,6326,2291,29
4445114986,2016-04-27,7243,2361,32
4445114986,2016-04-28,4493,2203,0
4445114986,2016-04-29,4676,2196,0
4445114986,2016-04-30,6222,2363,0
4445114986,2016-05-01,5232,2246,0
4445114986,2016-05-02,6910,2336,27
4445114986,2016-05-03,7502,2421,30
4445114986,2016-05-04,2923,2070,0
4445114986,2016-05-05,3800,2120,2
4445114986,2016-05-06,4514,2211,0
4445114986,2016-05-07,5183,2123,26
4445114986,2016-05-08,7303,2423,0
4445114986,2016-05-09,5275,2281,0
4445114986,2016-05-10,3915,2181,0
4445114986,2016-05-11,9105,2499,34
4445114986,2016-05-12,768,1212,0
4558609924,2016-04-12,5135,1909,0
4558609924,2016-04-13,4978,1722,19
4558609924,2016-04-14,6799,1922,0
4558609924,2016-04-15,7795,2121,17
4558609924,2016-04-16,7289,1997,8
4558609924,2016-04-17,9634,2117,7
4558609924,2016-04-18,8940,2116,14
4558609924,2016-04-19,5401,1876,1
4558609924,2016-04-20,4803,1788,0
4558609924,2016-04-21,13743,2486,6
4558609924,2016-04-22,9601,2094,20
4558609924,2016-04-23,6890,2085,5
4558609924,2016-04-24,8563,2173,0
4558609924,2016-04-25,8095,2225,18
4558609924,2016-04-26,9148,2223,12
4558609924,2016-04-27,9557,2098,27
4558609924,2016-04-28,9451,2185,1
4558609924,2016-04-29,7833,1918,15
4558609924,2016-04-30,10319,2105,7
4558609924,2016-05-01,3428,1692,0
4558609924,2016-05-02,7891,2066,0
4558609924,2016-05-03,5267,1953,21
4558609924,2016-05-04,5232,1842,0
4558609924,2016-05-05,10611,2262,14
4558609924,2016-05-06,3755,1722,0
4558609924,2016-05-07,8237,1973,23
4558609924,2016-05-08,6543,2666,66
4558609924,2016-05-09,11451,2223,6
4558609924,2016-05-10,6435,1889,11
4558609924,2016-05-11,9108,2131,4
4558609924,2016-05-12,6307,1452,0
4702921684,2016-04-12,7213,2947,0
4702921684,2016-04-13,6877,2898,0
4702921684,2016-04-14,7860,2984,0
4702921684,2016-04-15,6506,2896,1
4702921684,2016-04-16,11140,3328,3
4702921684,2016-04-17,12692,3394,12
4702921684,2016-04-18,9105,3013,22
4702921684,2016-04-19,6708,2812,10
4702921684,2016-04-20,8793,3061,2
4702921684,2016-04-21,6530,2729,4
4702921684,2016-04-22,1664,2241,0
4702921684,2016-04-23,15126,3691,9
4702921684,2016-04-24,15050,3538,15
4702921684,2016-04-25,9167,3064,6
4702921684,2016-04-26,6108,2784,1
4702921684,2016-04-27,7047,2908,1
4702921684,2016-04-28,9023,3033,14
4702921684,2016-04-29,9930,3165,12
4702921684,2016-04-30,10144,3115,4
4702921684,2016-05-02,7245,2859,5
4702921684,2016-05-03,9454,3145,0
4702921684,2016-05-04,8161,3004,4
4702921684,2016-05-05,8614,3006,8
4702921684,2016-05-06,6943,2859,1
4702921684,2016-05-07,14370,3683,5
4702921684,2016-05-08,12857,3287,9
4702921684,2016-05-09,8232,2990,0
4702921684,2016-05-10,10613,3172,1
4702921684,2016-05-11,9810,3069,10
4702921684,2016-05-12,2752,1240,0
5553957443,2016-04-12,11596,2026,19
5553957443,2016-04-13,4832,1718,0
5553957443,2016-04-14,17022,2324,61
5553957443,2016-04-15,16556,2254,58
5553957443,2016-04-16,5771,1831,0
5553957443,2016-04-17,655,1397,0
5553957443,2016-04-18,3727,1683,0
5553957443,2016-04-19,15482,2284,69
5553957443,2016-04-20,2713,1570,0
5553957443,2016-04-21,12346,2066,47
5553957443,2016-04-22,11682,2105,25
5553957443,2016-04-23,4112,1776,0
5553957443,2016-04-24,1807,1507,0
5553957443,2016-04-25,10946,2033,51
5553957443,2016-04-26,11886,2093,40
5553957443,2016-04-27,10538,1922,16
5553957443,2016-04-28,11393,1999,49
5553957443,2016-04-29,12764,2169,46
5553957443,2016-04-30,1202,1463,0
5553957443,2016-05-01,5164,1747,0
5553957443,2016-05-02,9769,1996,23
5553957443,2016-05-03,12848,2116,26
5553957443,2016-05-04,4249,1698,0
5553957443,2016-05-05,14331,2156,44
5553957443,2016-05-06,9632,1916,21
5553957443,2016-05-07,1868,1494,0
5553957443,2016-05-08,6083,1762,3
5553957443,2016-05-09,11611,2272,59
5553957443,2016-05-10,16358,2335,61
5553957443,2016-05-11,4926,1693,0
5553957443,2016-05-12,3121,741,8
5577150313,2016-04-12,8135,3405,86
5577150313,2016-04-13,5077,2551,15
5577150313,2016-04-14,8596,4022,118
5577150313,2016-04-15,12087,4005,115
5577150313,2016-04-16,14269,4274,184
5577150313,2016-04-17,12231,4552,200
5577150313,2016-04-18,9893,3625,114
5577150313,2016-04-19,12574,3501,108
5577150313,2016-04-20,8330,3192,87
5577150313,2016-04-21,10830,4018,110
5577150313,2016-04-22,9172,3329,62
5577150313,2016-04-23,7638,3152,24
5577150313,2016-04-24,15764,4392,210
5577150313,2016-04-25,6393,3374,61
5577150313,2016-04-26,5325,3088,38
5577150313,2016-04-27,6805,3294,63
5577150313,2016-04-28,9841,3580,99
5577150313,2016-04-29,7924,3544,97
5577150313,2016-04-30,12363,4501,207
5577150313,2016-05-01,13368,4546,194
5577150313,2016-05-02,7439,3014,37
5577150313,2016-05-03,11045,3795,97
5577150313,2016-05-04,5206,2755,25
5577150313,2016-05-05,7550,3004,45
5577150313,2016-05-06,4950,2643,41
5577150313,2016-05-07,0,1819,0
5577150313,2016-05-08,0,1819,0
5577150313,2016-05-09,3421,2489,34
5577150313,2016-05-10,8869,3841,104
5577150313,2016-05-11,4038,1665,45
6117666160,2016-04-12,0,1496,0
6117666160,2016-04-13,0,1496,0
6117666160,2016-04-14,0,1496,0
6117666160,2016-04-15,14019,2865,0
6117666160,2016-04-16,14450,2828,7
6117666160,2016-04-17,7150,2225,0
6117666160,2016-04-18,5153,2018,0
6117666160,2016-04-19,11135,2606,0
6117666160,2016-04-20,10449,2536,26
6117666160,2016-04-21,19542,4900,11
6117666160,2016-04-22,8206,2409,0
6117666160,2016-04-23,11495,2651,0
6117666160,2016-04-24,7623,2305,0
6117666160,2016-04-25,0,1497,0
6117666160,2016-04-26,9543,2450,0
6117666160,2016-04-27,9411,2576,0
6117666160,2016-04-28,3403,1879,0
6117666160,2016-04-29,9592,2560,0
6117666160,2016-04-30,6987,2275,0
6117666160,2016-05-01,8915,2361,0
6117666160,2016-05-02,4933,2044,0
6117666160,2016-05-03,0,1496,0
6117666160,2016-05-04,2997,1902,0
6117666160,2016-05-05,9799,2636,0
6117666160,2016-05-06,3365,1838,0
6117666160,2016-05-07,7336,2469,0
6117666160,2016-05-08,7328,2250,0
6117666160,2016-05-09,4477,1248,0
6290855005,2016-04-12,4562,2560,0
6290855005,2016-04-13,7142,2905,0
6290855005,2016-04-14,7671,2952,0
6290855005,2016-04-15,9501,2896,0
6290855005,2016-04-16,8301,2783,0
6290855005,2016-04-17,7851,3171,31
6290855005,2016-04-18,6885,2766,0
6290855005,2016-04-19,7142,2839,0
6290855005,2016-04-20,6361,2701,0
6290855005,2016-04-22,6238,2796,0
6290855005,2016-04-24,5896,2703,0
